,id,year,day,min,glo_avg,dir_avg,diff_avg,lw_avg,par_avg,lux_avg,tp_sfc,humid,press,rain,ws_10m,wd_10m,day hour
502,11.0,2015.0,111,1352.5,0.0,0.34864999999999996,0.0,408.8616666666667,0.15643333333333334,0.0,25.508166666666668,79.17499999999998,967.4866666666667,0.0,0.5011,191.27666666666667,22.0
503,11.0,2015.0,111,1388.5,0.0,-0.2667333333333333,0.0,391.29833333333335,0.1073,0.0,25.052666666666667,85.13666666666666,967.9520000000001,0.0,0.8603999999999999,126.07,23.0
504,11.0,2015.0,112,32.5,0.0,-0.43979999999999997,0.0,376.33500000000004,0.14861666666666667,0.0,24.531499999999998,87.69666666666667,968.2349999999998,0.0,0.9283833333333332,113.99333333333334,0.0
505,11.0,2015.0,112,92.5,0.0,-0.2525833333333333,0.0,374.6183333333333,0.1979166666666667,0.0,24.166333333333338,87.02666666666666,968.1069999999999,0.0,1.4025666666666663,118.77499999999998,1.0
506,11.0,2015.0,112,152.5,0.0,-0.3284333333333333,0.0,375.43,0.18841666666666668,0.0,23.6035,88.34000000000002,967.9960000000001,0.0,1.5379166666666666,125.38999999999999,2.0
507,11.0,2015.0,112,212.5,0.0,-0.3924666666666667,0.0,372.8299999999999,0.15963333333333332,0.0,22.885500000000004,90.05000000000001,967.9659999999999,0.0,0.8451833333333334,157.56833333333333,3.0
508,11.0,2015.0,112,272.5,0.0,0.1565,0.0,372.6199999999999,0.20515000000000003,0.0,22.819000000000003,89.80666666666667,967.948,0.0,0.47933333333333333,171.17166666666665,4.0
509,11.0,2015.0,112,332.5,0.0,-0.016150000000000015,0.0,373.6266666666667,0.24415,0.0,22.421499999999998,92.37666666666667,967.857,0.0,0.36838333333333334,253.2733333333333,5.0
510,11.0,2015.0,112,392.5,0.0,-0.029300000000000003,0.0,371.31333333333333,0.22723333333333331,0.0,21.992666666666665,93.68499999999999,967.7619999999998,0.0,0.5308999999999999,290.72666666666663,6.0
511,11.0,2015.0,112,452.5,0.0,0.21301666666666666,0.0,372.67333333333335,0.24146666666666664,0.0,21.89583333333333,94.485,968.156,0.0,0.5877833333333333,290.3766666666666,7.0
512,11.0,2015.0,112,512.5,2.023566666666667,2.33535,2.2547833333333336,379.26000000000005,7.890433333333334,0.3590833333333334,21.901,94.09000000000002,968.5666666666667,0.0,0.4815833333333333,191.26666666666662,8.0
513,11.0,2015.0,112,572.5,69.34683333333332,74.51623333333332,55.04933333333333,376.355,197.577,9.6877,22.579166666666666,93.41999999999997,969.3928333333337,0.0,0.3070833333333334,126.25333333333334,9.0
514,11.0,2015.0,112,632.5,335.92,586.4366666666667,99.69666666666666,376.86499999999995,860.935,43.05049999999999,24.810666666666663,79.45,969.8709999999998,0.0,1.957066666666667,122.08999999999999,10.0
515,11.0,2015.0,112,692.5,466.47499999999997,370.9124166666666,262.6283333333334,393.5216666666666,1188.5116666666668,58.816333333333326,26.420666666666662,69.78116666666666,970.3665,0.0,1.9181999999999997,108.55166666666668,11.0
516,11.0,2015.0,112,752.5,543.3950000000001,250.80221666666662,367.69666666666666,409.6583333333333,1380.3,68.17133333333334,27.476333333333333,66.42049999999999,970.5685000000002,0.0,1.5179333333333334,106.24000000000001,12.0
517,11.0,2015.0,112,812.5,658.515,332.6764,387.00333333333333,417.0966666666666,1675.533333333333,83.14833333333333,28.88233333333333,61.71550000000001,970.2565000000001,0.0,1.8183999999999998,139.48333333333332,13.0
518,11.0,2015.0,112,872.5,541.7566666666665,275.1967,305.7516666666667,419.2583333333334,1384.5616666666667,68.6635,29.549833333333336,59.453833333333336,969.3305,0.0,1.2702500000000003,195.77333333333334,14.0
519,11.0,2015.0,112,932.5,637.215,443.3995833333334,259.8333333333333,416.835,1623.2183333333335,80.43783333333333,30.79183333333334,53.98366666666667,968.5256666666668,0.0,0.95405,135.13833333333332,15.0
520,11.0,2015.0,112,992.5,518.0433333333334,434.5846333333334,182.0633333333333,414.97666666666663,1317.3933333333334,65.11383333333335,31.391833333333338,52.21949999999999,967.7423333333332,0.0,1.7270833333333335,152.47166666666666,16.0
521,11.0,2015.0,112,1052.5,581.7216666666667,739.2288333333335,109.87999999999998,401.88999999999993,1474.7250000000001,72.92833333333333,32.083666666666666,47.69166666666666,967.0128333333333,0.0,1.6976500000000003,128.27833333333334,17.0
522,11.0,2015.0,112,1112.5,416.42499999999995,756.98,68.29966666666668,396.4416666666668,1052.4166666666667,52.10666666666666,32.46966666666667,43.07666666666666,966.7191666666666,0.0,1.7361333333333333,112.69833333333334,18.0
523,11.0,2015.0,112,1172.5,190.23666666666668,579.2299999999999,48.662000000000006,396.86499999999995,484.40833333333336,23.924333333333337,32.18533333333333,44.59716666666667,966.602,0.0,1.1059333333333334,121.95,19.0
524,11.0,2015.0,112,1232.5,15.362966666666665,69.61656666666667,9.85145,389.95,43.30985000000001,2.0709333333333335,29.805666666666667,55.881,966.5178333333332,0.0,1.9168666666666667,61.421666666666674,20.0
525,11.0,2015.0,112,1292.5,0.0,-1.1226166666666666,0.0,385.6266666666667,0.0005,0.0,28.364499999999996,63.01316666666667,966.4533333333334,0.0,1.2730333333333332,102.69833333333334,21.0
526,11.0,2015.0,112,1352.5,0.0,-1.1969666666666667,0.0,387.50500000000005,0.0,0.0,26.75616666666667,75.02233333333334,967.3668333333334,0.0,0.5978166666666667,185.56500000000003,22.0
527,11.0,2015.0,112,1388.5,0.0,0.42698333333333327,0.0,390.76666666666665,0.008266666666666667,0.0,26.844333333333335,72.09249999999999,968.1289999999999,0.0,0.4142333333333334,96.37166666666667,23.0
528,11.0,2015.0,113,32.5,0.0,-0.4961666666666667,0.0,390.97999999999996,0.003183333333333333,0.0,25.650999999999996,84.34166666666665,968.7990000000003,0.0,0.3155666666666667,171.60500000000002,0.0
529,11.0,2015.0,113,92.5,0.0,0.41505,0.0,410.1483333333333,0.02095,0.0,25.699666666666662,81.19666666666666,969.3359999999999,0.0,0.4801333333333333,72.85333333333334,1.0
