,id,year,day,min,glo_avg,dir_avg,diff_avg,lw_avg,par_avg,lux_avg,tp_sfc,humid,press,rain,ws_10m,wd_10m,day hour
1,11.0,2015.0,121,17316.0,5721.8003,5362.193416666666,2384.2998499999994,9304.473333333335,14586.7659,723.2332166666666,27.51899305555556,61.7826875,968.2114652777777,0,2.299055555555556,150.0729861111111,276.0
2,11.0,2015.0,122,17316.0,4399.4905,1361.640766666667,3688.1053499999994,9460.071666666669,11338.237633333332,562.6867,26.70533333333333,64.68396527777779,968.7913958333332,0,2.4774993055555554,162.4859027777778,276.0
3,11.0,2015.0,123,17316.0,5130.9154,4584.379483333333,2284.0704333333333,9522.408333333333,13236.194466666668,658.0242166666667,25.782687500000005,72.45524305555556,969.3207291666668,1,2.2713763888888887,156.6322222222222,276.0
4,11.0,2015.0,124,17316.0,5427.492783333333,4796.361283333334,2502.2441833333337,9453.828333333333,13881.145833333334,688.43195,25.674993055555564,74.48649305555557,970.2634166666666,0,1.8156784722222223,141.53819444444449,276.0
5,11.0,2015.0,125,17316.0,4713.504516666667,4442.373366666668,2063.7055333333337,9409.071666666667,12075.818983333334,600.0075166666667,26.215833333333336,68.06491666666666,970.1859583333334,0,1.7762923611111112,152.48229166666667,276.0
6,11.0,2015.0,126,17316.0,5785.936616666667,6909.992533333335,1225.1531333333332,9355.774999999998,14757.144966666665,734.9262833333335,27.000027777777774,65.66804166666667,969.7174861111112,0,1.9579597222222223,154.14493055555553,276.0
7,11.0,2015.0,127,17316.0,4892.393116666666,4344.922050000001,2348.09145,9260.79,12470.339083333332,621.7955166666667,26.328479166666668,67.04666666666667,969.3981527777777,0,1.856132638888889,144.57618055555557,276.0
8,11.0,2015.0,128,17316.0,5683.01205,7227.527366666667,1390.3638833333334,9205.366666666669,14517.4802,721.5555999999999,27.375541666666663,61.768125,970.071465277778,0,1.84966875,149.42236111111114,276.0
9,11.0,2015.0,129,17316.0,4382.187616666667,2719.3920166666667,2943.69465,9718.603333333334,11274.745166666666,561.1098833333333,27.38435416666668,60.091201388888884,971.2250069444444,0,3.0955868055555555,151.2336111111111,276.0
10,11.0,2015.0,130,17316.0,4483.532333333334,3778.174433333333,2435.364583333334,9568.961666666666,11472.26253333333,570.3333833333332,27.091194444444444,62.88622916666667,970.1606874999999,0,2.3644833333333337,154.7954861111111,276.0
11,11.0,2015.0,131,17316.0,5669.313316666667,6805.126016666667,1315.5206333333335,9188.456666666667,14415.260749999998,716.3676166666665,27.323645833333334,60.53060416666667,969.4087847222222,0,1.8778645833333332,158.96874999999997,276.0
12,11.0,2015.0,132,17316.0,5283.399983333333,5161.930533333334,1938.26955,9189.638333333332,13371.094266666663,664.0727999999999,27.889291666666665,56.69765972222222,968.9796458333334,0,2.069290972222222,128.08840277777776,276.0
13,11.0,2015.0,133,17316.0,5152.801433333333,4437.364166666668,2483.8767666666668,9035.654999999999,12943.469433333332,643.6367333333333,27.51585416666667,55.19038888888888,969.6657361111114,0,2.271321527777778,137.24652777777777,276.0
14,11.0,2015.0,134,17316.0,4934.387633333332,4533.501216666667,2245.5123833333337,9334.71,12577.73308333333,626.28395,26.915381944444444,60.278527777777775,970.2644027777777,0,3.2971222222222223,141.90590277777775,276.0
15,11.0,2015.0,135,17316.0,5199.7032,5103.211983333333,2091.5170833333336,9398.30666666667,13197.311183333331,658.1583999999999,25.93538888888889,67.39714583333333,970.8601874999999,0,3.5516208333333332,148.06298611111114,276.0
16,11.0,2015.0,136,17316.0,4234.235066666666,3851.171933333333,2175.2849166666665,9328.271666666666,10882.874233333336,543.4893833333332,24.87470138888889,70.85914583333333,972.3287291666666,0,2.903384027777778,171.25243055555555,276.0
17,11.0,2015.0,137,17316.0,5547.864166666666,6246.465966666668,1331.0546166666668,8983.851666666666,14099.555133333335,702.7790333333334,25.69754166666667,68.52144444444443,971.962875,0,2.58699375,149.3685416666667,276.0
18,11.0,2015.0,138,17316.0,3832.5363833333327,2303.353216666666,2523.791133333333,9834.705000000002,9926.184616666667,493.8980333333333,26.209277777777775,66.98372916666666,971.4603611111111,0,2.6891611111111104,164.48097222222222,276.0
19,11.0,2015.0,139,17316.0,2825.7255499999997,329.06800000000004,2775.2983333333336,9818.173333333336,7325.206383333333,365.5809,24.088701388888882,78.23965277777778,971.7412916666667,0,2.677229166666667,172.27833333333334,276.0
20,11.0,2015.0,140,17316.0,4486.123466666667,3246.1862500000007,2563.3550333333333,9605.574999999999,11598.100616666668,576.30385,25.978618055555554,69.48511111111112,971.0929374999997,0,2.2143152777777777,160.23416666666665,276.0
21,11.0,2015.0,141,17316.0,4215.796066666668,3495.459966666666,2551.8459000000003,9622.378333333334,10896.46488333333,542.5179333333332,26.552652777777777,64.9505625,972.5083749999999,0,2.8618500000000004,146.3825694444444,276.0
22,11.0,2015.0,142,17316.0,2380.949666666667,126.95228333333331,2399.631766666666,9933.043333333333,6357.448950000001,314.3273,24.28816666666667,78.72094444444444,973.2035138888888,1,2.7141381944444447,152.69597222222222,276.0
23,11.0,2015.0,143,17316.0,1926.9365,121.23913333333334,1928.04925,9994.471666666666,5115.380300000001,255.91873333333334,23.435284722222224,82.97863194444444,972.6630694444444,0,2.3069729166666666,168.21395833333335,276.0
24,11.0,2015.0,144,17316.0,4284.04365,2029.9004999999997,2911.3650666666663,9604.228333333333,11192.498899999999,556.3958499999999,24.420993055555552,74.46123611111112,971.5297638888889,0,2.4182694444444444,147.56270833333335,276.0
